filename,xmin,ymin,width,height,label
benign (49).png,0,0,777,576,benign
benign (49).png,124,70,566,311,benign
benign (5).png,0,0,549,496,benign
benign (5).png,222,190,73,59,benign
benign (50).png,0,0,884,581,benign
benign (50).png,177,162,171,106,benign
benign (51).png,0,0,357,338,benign
benign (51).png,175,99,47,28,benign
benign (52).png,0,0,370,338,benign
benign (52).png,217,55,61,28,benign
benign (53).png,0,0,552,492,benign
benign (53).png,340,157,92,66,benign
benign (54).png,0,0,616,468,benign
benign (54).png,321,78,233,102,benign
benign (54)_1.png,139,102,55,40,benign
benign (55).png,0,0,763,614,benign
benign (55).png,221,259,115,92,benign
benign (56).png,0,0,806,711,benign
benign (56).png,131,119,304,159,benign
benign (57).png,0,0,555,470,benign
benign (57).png,260,67,84,53,benign
benign (58).png,0,0,781,572,benign
benign (58).png,207,54,182,109,benign
benign (58)_1.png,208,101,65,37,benign
benign (59).png,0,0,563,468,benign
benign (59).png,321,58,169,106,benign
benign (6).png,0,0,558,467,benign
benign (6).png,320,89,118,79,benign
benign (60).png,0,0,759,598,benign
benign (60).png,412,71,74,40,benign
benign (61).png,0,0,773,578,benign
benign (61).png,539,99,209,111,benign
benign (62).png,0,0,389,594,benign
benign (62).png,92,164,290,213,benign
benign (63).png,0,0,608,660,benign
benign (63).png,285,250,83,63,benign
benign (64).png,0,0,610,471,benign
benign (64).png,52,37,518,338,benign
benign (65).png,0,0,564,474,benign
benign (65).png,304,53,146,97,benign
benign (66).png,0,0,562,473,benign
benign (66).png,371,131,111,84,benign
benign (67).png,0,0,516,467,benign
benign (67).png,72,224,303,175,benign
benign (68).png,0,0,682,587,benign
benign (68).png,259,57,334,302,benign
benign (69).png,0,0,811,719,benign
benign (69).png,332,333,119,54,benign
benign (7).png,0,0,624,578,benign
benign (7).png,435,113,58,48,benign
benign (70).png,0,0,713,475,benign
benign (70).png,198,115,111,42,benign
benign (71).png,0,0,554,469,benign
benign (71).png,221,84,58,54,benign
benign (72).png,0,0,557,465,benign
benign (72).png,26,95,194,136,benign
benign (73).png,0,0,557,471,benign
benign (73).png,200,39,304,246,benign
benign (74).png,0,0,561,467,benign
benign (74).png,430,126,65,40,benign
benign (75).png,0,0,685,578,benign
benign (75).png,224,217,166,108,benign
benign (76).png,0,0,848,685,benign
benign (76).png,203,170,123,102,benign
benign (77).png,0,0,551,488,benign
benign (77).png,319,97,102,98,benign
benign (78).png,0,0,777,576,benign
benign (78).png,265,105,88,80,benign
benign (79).png,0,0,648,604,benign
benign (79).png,196,39,183,127,benign
benign (8).png,0,0,617,585,benign
benign (8).png,290,184,83,57,benign
benign (80).png,0,0,561,473,benign
benign (80).png,143,94,295,266,benign
benign (81).png,0,0,563,464,benign
benign (81).png,242,112,87,58,benign
benign (82).png,0,0,656,458,benign
benign (82).png,340,177,153,117,benign
benign (83).png,0,0,581,432,benign
benign (83).png,384,77,65,44,benign
benign (83)_1.png,178,86,63,38,benign
benign (84).png,0,0,839,510,benign
benign (84).png,353,104,382,181,benign
benign (85).png,0,0,561,465,benign
benign (85).png,30,24,229,147,benign
benign (86).png,0,0,777,578,benign
benign (86).png,195,163,96,40,benign
benign (87).png,0,0,768,571,benign
benign (87).png,208,172,197,64,benign
benign (88).png,0,0,873,560,benign
benign (88).png,637,152,221,204,benign
benign (89).png,0,0,893,576,benign
benign (89).png,93,90,115,86,benign
benign (9).png,0,0,752,585,benign
benign (9).png,119,78,287,228,benign
benign (90).png,0,0,772,574,benign
benign (90).png,248,158,64,61,benign
benign (91).png,0,0,806,704,benign
benign (91).png,407,141,94,44,benign
benign (92).png,0,0,763,612,benign
benign (92).png,268,80,201,158,benign
benign (92)_1.png,521,150,108,73,benign
benign (93).png,0,0,561,466,benign
benign (93).png,41,44,136,76,benign
benign (93)_1.png,263,130,67,55,benign
benign (94).png,0,0,767,583,benign
benign (94).png,566,133,173,82,benign
benign (95).png,0,0,558,470,benign
benign (95).png,87,102,67,63,benign
benign (96).png,0,0,767,574,benign
benign (96).png,64,172,332,251,benign
benign (97).png,0,0,592,470,benign
benign (97).png,257,175,307,202,benign
benign (98).png,0,0,795,558,benign
benign (98).png,492,88,203,144,benign
benign (98)_1.png,0,156,551,263,benign
benign (99).png,0,0,554,471,benign
benign (99).png,300,56,147,95,benign
IMG-20250408-WA0022.jpg,0,0,431,476,malignant
IMG-20250408-WA0023.jpg,0,0,548,495,malignant
IMG-20250408-WA0024.jpg,0,0,432,473,malignant
IMG-20250408-WA0025.jpg,0,0,449,598,malignant
IMG-20250408-WA0026.jpg,0,0,425,475,malignant
malignant (1).png,0,0,449,598,malignant
malignant (1).png,8,133,432,271,malignant
malignant (10).png,0,0,462,393,malignant
malignant (10).png,206,36,100,78,malignant
malignant (100).png,0,0,557,476,malignant
malignant (100).png,159,70,236,120,malignant
malignant (101).png,0,0,883,559,malignant
malignant (101).png,237,95,404,279,malignant
malignant (102).png,0,0,916,551,malignant
malignant (102).png,186,128,396,285,malignant
malignant (103).png,0,0,555,488,malignant
malignant (103).png,101,72,259,288,malignant
malignant (104).png,0,0,554,494,malignant
malignant (104).png,115,94,307,254,malignant
malignant (105).png,0,0,577,450,malignant
malignant (105).png,465,50,112,100,malignant
malignant (106).png,0,0,667,458,malignant
malignant (106).png,76,158,228,165,malignant
malignant (107).png,0,0,576,454,malignant
malignant (107).png,114,100,349,172,malignant
malignant (108).png,0,0,660,459,malignant
malignant (108).png,190,162,422,178,malignant
malignant (109).png,0,0,552,471,malignant
malignant (109).png,61,93,303,119,malignant
malignant (11).png,0,0,471,393,malignant
malignant (11).png,209,149,175,130,malignant
malignant (110).png,0,0,557,470,malignant
malignant (110).png,200,226,131,88,malignant
malignant (111).png,0,0,421,470,malignant
malignant (111).png,39,112,309,199,malignant
malignant (112).png,0,0,549,471,malignant
malignant (112).png,245,35,112,63,malignant
malignant (113).png,0,0,745,482,malignant
malignant (113).png,340,163,208,166,malignant
malignant (114).png,0,0,340,439,malignant
malignant (114).png,28,48,261,198,malignant
malignant (115).png,0,0,581,438,malignant
malignant (115).png,134,61,292,154,malignant
malignant (116).png,0,0,582,434,malignant
malignant (116).png,0,41,137,153,malignant
malignant (117).png,0,0,611,434,malignant
malignant (117).png,15,35,259,164,malignant
malignant (118).png,0,0,562,473,malignant
malignant (118).png,219,110,228,183,malignant
malignant (119).png,0,0,564,469,malignant
malignant (119).png,226,89,246,202,malignant
malignant (12).png,0,0,479,392,malignant
malignant (12).png,184,193,103,70,malignant
malignant (120).png,0,0,564,470,malignant
malignant (120).png,202,91,326,192,malignant
malignant (121).png,0,0,562,476,malignant
malignant (121).png,347,84,84,64,malignant
malignant (122).png,0,0,554,467,malignant
malignant (122).png,101,85,349,205,malignant
malignant (123).png,0,0,321,483,malignant
malignant (123).png,14,55,269,201,malignant
malignant (124).png,0,0,545,494,malignant
malignant (124).png,161,70,268,245,malignant
malignant (125).png,0,0,557,465,malignant
malignant (125).png,260,96,138,127,malignant
malignant (126).png,0,0,557,478,malignant
malignant (126).png,130,93,238,127,malignant
malignant (127).png,0,0,591,464,malignant
malignant (127).png,29,47,416,289,malignant
malignant (128).png,0,0,625,468,malignant
malignant (128).png,34,45,471,312,malignant
malignant (129).png,0,0,569,458,malignant
malignant (129).png,5,38,431,315,malignant
malignant (13).png,0,0,468,393,malignant
malignant (13).png,43,80,286,106,malignant
malignant (130).png,0,0,555,463,malignant
malignant (130).png,231,135,257,167,malignant
malignant (131).png,0,0,604,461,malignant
malignant (131).png,427,161,151,121,malignant
malignant (132).png,0,0,451,581,malignant
malignant (132).png,32,121,383,303,malignant
malignant (133).png,0,0,479,485,malignant
malignant (133).png,1,54,391,307,malignant
malignant (134).png,0,0,556,467,malignant
malignant (134).png,266,133,163,147,malignant
malignant (135).png,0,0,933,571,malignant
malignant (135).png,312,147,260,198,malignant
malignant (136).png,0,0,190,335,malignant
malignant (136).png,54,18,127,71,malignant
malignant (137).png,0,0,233,339,malignant
malignant (137).png,9,13,213,236,malignant
malignant (138).png,0,0,556,467,malignant
malignant (138).png,131,99,297,156,malignant
malignant (139).png,0,0,549,474,malignant
malignant (139).png,102,28,259,162,malignant
malignant (14).png,0,0,273,398,malignant
malignant (14).png,24,49,208,160,malignant
malignant (140).png,0,0,546,463,malignant
malignant (140).png,241,18,293,185,malignant
malignant (141).png,0,0,2,3,malignant
malignant (141).png,228,84,259,87,malignant
malignant (142).png,0,0,556,465,malignant
malignant (142).png,121,106,360,332,malignant
malignant (143).png,0,0,562,467,malignant
malignant (143).png,119,124,203,92,malignant
malignant (144).png,0,0,544,470,malignant
malignant (144).png,122,80,311,300,malignant
malignant (145).png,0,0,550,462,malignant
malignant (145).png,193,72,77,70,malignant
malignant (146).png,0,0,575,432,malignant
malignant (146).png,126,54,301,217,malignant
malignant (147).png,0,0,552,471,malignant
malignant (147).png,270,97,189,130,malignant
malignant (148).png,0,0,556,463,malignant
malignant (148).png,47,113,66,63,malignant
malignant (149).png,0,0,763,572,malignant
malignant (149).png,19,212,214,211,malignant
malignant (15).png,0,0,361,398,malignant
malignant (15).png,21,90,297,173,malignant
malignant (150).png,0,0,557,463,malignant
malignant (150).png,56,110,455,294,malignant
malignant (151).png,0,0,513,467,malignant
malignant (151).png,208,78,281,259,malignant
malignant (152).png,0,0,776,574,malignant
malignant (152).png,184,75,525,367,malignant
malignant (153).png,0,0,650,603,malignant
malignant (153).png,21,28,535,432,malignant
malignant (154).png,0,0,556,464,malignant
malignant (154).png,26,51,401,218,malignant
malignant (155).png,0,0,551,487,malignant
malignant (155).png,158,48,260,210,malignant
malignant (156).png,0,0,562,457,malignant
malignant (156).png,26,51,529,295,malignant
malignant (157).png,0,0,564,471,malignant
malignant (157).png,30,56,100,79,malignant
malignant (158).png,0,0,313,444,malignant
malignant (158).png,26,113,271,182,malignant
malignant (159).png,0,0,556,482,malignant
malignant (159).png,71,169,318,243,malignant
malignant (16).png,0,0,511,472,malignant
malignant (16).png,6,78,417,195,malignant
malignant (160).png,0,0,626,587,malignant
malignant (160).png,192,152,421,284,malignant
malignant (161).png,0,0,694,576,malignant
malignant (161).png,171,9,459,304,malignant
malignant (162).png,0,0,620,587,malignant
malignant (162).png,2,12,554,359,malignant
malignant (163).png,0,0,643,570,malignant
malignant (163).png,75,46,533,430,malignant
malignant (164).png,0,0,551,473,malignant
malignant (164).png,19,13,451,420,malignant
malignant (165).png,0,0,505,332,malignant
malignant (165).png,69,2,414,275,malignant
malignant (166).png,0,0,555,488,malignant
malignant (166).png,4,65,132,114,malignant
malignant (167).png,0,0,563,459,malignant
malignant (167).png,17,93,301,263,malignant
malignant (168).png,0,0,557,469,malignant
malignant (168).png,141,97,281,270,malignant
malignant (169).png,0,0,557,463,malignant
malignant (169).png,419,194,54,38,malignant
malignant (17).png,0,0,765,590,malignant
malignant (17).png,224,97,284,173,malignant
malignant (170).png,0,0,556,463,malignant
malignant (170).png,14,67,504,243,malignant
malignant (171).png,0,0,624,589,malignant
malignant (171).png,181,79,316,161,malignant
malignant (172).png,0,0,602,469,malignant
malignant (172).png,191,94,186,150,malignant
malignant (173).png,0,0,573,451,malignant
malignant (173).png,22,244,233,99,malignant
malignant (174).png,0,0,633,581,malignant
malignant (174).png,165,51,286,188,malignant
malignant (175).png,0,0,564,470,malignant
malignant (175).png,57,53,350,252,malignant
malignant (176).png,0,0,640,594,malignant
malignant (176).png,52,40,283,251,malignant
malignant (177).png,0,0,613,581,malignant
malignant (177).png,32,52,146,186,malignant
malignant (178).png,0,0,562,467,malignant
malignant (178).png,159,21,227,187,malignant
malignant (179).png,0,0,432,476,malignant
malignant (179).png,95,86,288,177,malignant
malignant (18).png,0,0,579,437,malignant
malignant (18).png,43,38,221,134,malignant
malignant (180).png,0,0,562,461,malignant
malignant (180).png,312,180,246,152,malignant
malignant (181).png,0,0,497,488,malignant
malignant (181).png,9,90,148,103,malignant
malignant (182).png,0,0,689,583,malignant
malignant (182).png,52,130,442,299,malignant
malignant (183).png,0,0,557,457,malignant
malignant (183).png,137,57,286,277,malignant
malignant (184).png,0,0,552,492,malignant
malignant (184).png,84,27,311,228,malignant
malignant (185).png,0,0,694,582,malignant
malignant (185).png,140,76,348,268,malignant
malignant (186).png,0,0,566,506,malignant
malignant (186).png,157,21,353,396,malignant
malignant (187).png,0,0,765,585,malignant
malignant (187).png,173,69,342,205,malignant
malignant (188).png,0,0,724,473,malignant
malignant (188).png,180,72,299,272,malignant
malignant (189).png,0,0,433,400,malignant
malignant (189).png,258,183,88,44,malignant
malignant (19).png,0,0,554,459,malignant
malignant (19).png,67,93,329,252,malignant
malignant (190).png,0,0,576,427,malignant
malignant (190).png,150,72,211,181,malignant
malignant (191).png,0,0,673,471,malignant
malignant (191).png,94,72,117,171,malignant
malignant (192).png,0,0,556,488,malignant
malignant (192).png,284,74,158,57,malignant
malignant (193).png,0,0,781,574,malignant
malignant (193).png,271,102,172,131,malignant
malignant (194).png,0,0,923,555,malignant
malignant (194).png,584,122,315,300,malignant
malignant (195).png,0,0,555,475,malignant
malignant (195).png,117,101,312,235,malignant
malignant (196).png,0,0,557,465,malignant
malignant (196).png,121,31,189,215,malignant
malignant (197).png,0,0,552,484,malignant
malignant (197).png,136,129,163,271,malignant
malignant (198).png,0,0,616,677,malignant
malignant (198).png,103,45,307,183,malignant
malignant (199).png,0,0,504,473,malignant
malignant (199).png,156,84,186,139,malignant
malignant (2).png,0,0,548,495,malignant
malignant (2).png,139,40,409,347,malignant
malignant (20).png,0,0,558,475,malignant
malignant (20).png,75,111,331,237,malignant
malignant (200).png,0,0,438,463,malignant
malignant (200).png,90,152,288,97,malignant
malignant (201).png,0,0,678,576,malignant
malignant (201).png,182,137,370,294,malignant
malignant (202).png,0,0,550,491,malignant
malignant (202).png,124,23,243,262,malignant
malignant (203).png,0,0,577,411,malignant
malignant (203).png,127,42,294,279,malignant
malignant (204).png,0,0,875,585,malignant
malignant (204).png,387,63,256,323,malignant
malignant (205).png,0,0,510,470,malignant
malignant (205).png,69,75,390,340,malignant
malignant (206).png,0,0,792,571,malignant
malignant (206).png,22,137,504,376,malignant
malignant (207).png,0,0,557,458,malignant
malignant (207).png,141,20,240,161,malignant
malignant (208).png,0,0,617,664,malignant
malignant (208).png,20,114,578,355,malignant
malignant (209).png,0,0,508,471,malignant
malignant (209).png,126,95,112,65,malignant
malignant (21).png,0,0,601,367,malignant
malignant (21).png,7,6,254,278,malignant
malignant (210).png,0,0,775,587,malignant
malignant (210).png,140,227,508,317,malignant
malignant (22).png,0,0,570,474,malignant
malignant (22).png,200,93,266,268,malignant
malignant (23).png,0,0,569,468,malignant
malignant (23).png,19,121,486,283,malignant
malignant (24).png,0,0,564,462,malignant
malignant (24).png,112,89,344,283,malignant
malignant (25).png,0,0,563,470,malignant
malignant (25).png,75,43,363,386,malignant
malignant (26).png,0,0,564,469,malignant
malignant (26).png,235,29,138,135,malignant
malignant (27).png,0,0,567,475,malignant
malignant (27).png,360,93,141,89,malignant
malignant (28).png,0,0,562,470,malignant
malignant (28).png,368,97,142,98,malignant
malignant (29).png,0,0,567,470,malignant
malignant (29).png,27,89,282,286,malignant
malignant (3).png,0,0,425,475,malignant
malignant (3).png,78,150,152,141,malignant
malignant (30).png,0,0,573,468,malignant
malignant (30).png,80,22,335,361,malignant
malignant (31).png,0,0,723,509,malignant
malignant (31).png,6,23,554,444,malignant
malignant (32).png,0,0,557,492,malignant
malignant (32).png,160,86,223,349,malignant
malignant (33).png,0,0,557,496,malignant
malignant (33).png,131,64,278,387,malignant
malignant (34).png,0,0,620,589,malignant
malignant (34).png,244,108,155,161,malignant
malignant (35).png,0,0,592,387,malignant
malignant (35).png,3,30,256,216,malignant
malignant (36).png,0,0,623,494,malignant
malignant (36).png,173,69,291,169,malignant
malignant (37).png,0,0,626,490,malignant
malignant (37).png,86,0,340,293,malignant
malignant (38).png,0,0,1048,578,malignant
malignant (38).png,400,152,201,159,malignant
malignant (39).png,0,0,564,469,malignant
malignant (39).png,208,66,247,208,malignant
malignant (4).png,0,0,432,473,malignant
malignant (4).png,38,166,190,121,malignant
malignant (40).png,0,0,548,461,malignant
malignant (40).png,161,77,257,192,malignant
malignant (41).png,0,0,580,476,malignant
malignant (41).png,264,82,283,147,malignant
malignant (42).png,0,0,578,439,malignant
malignant (42).png,222,59,230,195,malignant
malignant (43).png,0,0,543,571,malignant
malignant (43).png,15,23,483,258,malignant
malignant (44).png,0,0,765,580,malignant
malignant (44).png,477,98,159,128,malignant
malignant (45).png,0,0,781,592,malignant
malignant (45).png,101,248,370,318,malignant
malignant (46).png,0,0,785,571,malignant
malignant (46).png,263,54,260,178,malignant
malignant (47).png,0,0,562,471,malignant
malignant (47).png,68,32,392,223,malignant
malignant (48).png,0,0,552,493,malignant
malignant (48).png,249,61,169,113,malignant
malignant (49).png,0,0,622,491,malignant
malignant (49).png,243,45,188,163,malignant
malignant (5).png,0,0,431,476,malignant
malignant (5).png,52,157,159,130,malignant
malignant (50).png,0,0,567,469,malignant
malignant (50).png,200,30,218,212,malignant
malignant (51).png,0,0,588,437,malignant
malignant (51).png,36,32,262,165,malignant
malignant (52).png,0,0,552,462,malignant
malignant (52).png,4,17,426,195,malignant
malignant (53).png,0,0,569,471,malignant
malignant (53).png,174,58,44,26,malignant
malignant (53)_1.png,130,84,316,89,malignant
malignant (54).png,0,0,777,580,malignant
malignant (54).png,148,79,271,160,malignant
malignant (55).png,0,0,786,556,malignant
malignant (55).png,11,87,221,155,malignant
malignant (56).png,0,0,690,538,malignant
malignant (56).png,300,37,387,255,malignant
malignant (57).png,0,0,717,533,malignant
malignant (57).png,320,34,378,197,malignant
malignant (58).png,0,0,688,558,malignant
malignant (58).png,234,59,392,274,malignant
malignant (59).png,0,0,682,561,malignant
malignant (59).png,41,152,476,275,malignant
malignant (6).png,0,0,432,478,malignant
malignant (6).png,87,166,130,152,malignant
malignant (60).png,0,0,681,559,malignant
malignant (60).png,53,162,441,229,malignant
malignant (61).png,0,0,566,462,malignant
malignant (61).png,130,97,148,93,malignant
malignant (62).png,0,0,693,565,malignant
malignant (62).png,89,141,349,258,malignant
malignant (63).png,0,0,795,572,malignant
malignant (63).png,247,90,420,284,malignant
malignant (64).png,0,0,772,479,malignant
malignant (64).png,68,95,320,149,malignant
malignant (65).png,0,0,922,584,malignant
malignant (65).png,224,184,211,162,malignant
malignant (66).png,0,0,655,584,malignant
malignant (66).png,111,184,207,164,malignant
malignant (67).png,0,0,946,604,malignant
malignant (67).png,351,114,198,243,malignant
malignant (68).png,0,0,574,464,malignant
malignant (68).png,229,93,3,1,malignant
malignant (69).png,0,0,646,461,malignant
malignant (69).png,233,91,274,142,malignant
malignant (7).png,0,0,432,474,malignant
malignant (7).png,62,177,146,108,malignant
malignant (70).png,0,0,668,463,malignant
malignant (70).png,238,84,194,142,malignant
malignant (71).png,0,0,528,592,malignant
malignant (71).png,51,109,361,291,malignant
malignant (72).png,0,0,528,598,malignant
malignant (72).png,107,108,393,415,malignant
malignant (73).png,0,0,549,474,malignant
malignant (73).png,82,55,151,108,malignant
malignant (74).png,0,0,558,464,malignant
malignant (74).png,92,41,169,101,malignant
malignant (75).png,0,0,441,412,malignant
malignant (75).png,158,0,283,184,malignant
malignant (76).png,0,0,769,494,malignant
malignant (76).png,65,17,449,285,malignant
malignant (77).png,0,0,801,587,malignant
malignant (77).png,243,23,317,221,malignant
malignant (78).png,0,0,880,567,malignant
malignant (78).png,282,24,359,224,malignant
malignant (79).png,0,0,564,468,malignant
malignant (79).png,57,49,342,199,malignant
malignant (8).png,0,0,426,473,malignant
malignant (8).png,67,171,147,128,malignant
malignant (80).png,0,0,643,443,malignant
malignant (80).png,28,39,161,290,malignant
malignant (81).png,0,0,764,452,malignant
malignant (81).png,102,140,227,181,malignant
malignant (82).png,0,0,569,459,malignant
malignant (82).png,62,97,304,159,malignant
malignant (83).png,0,0,654,616,malignant
malignant (83).png,243,195,217,168,malignant
malignant (84).png,0,0,649,612,malignant
malignant (84).png,252,192,298,237,malignant
malignant (85).png,0,0,733,485,malignant
malignant (85).png,163,131,471,224,malignant
malignant (86).png,0,0,735,483,malignant
malignant (86).png,82,118,520,267,malignant
malignant (87).png,0,0,561,499,malignant
malignant (87).png,289,19,247,173,malignant
malignant (88).png,0,0,775,591,malignant
malignant (88).png,224,96,279,176,malignant
malignant (89).png,0,0,786,585,malignant
malignant (89).png,22,88,728,271,malignant
malignant (9).png,0,0,430,480,malignant
malignant (9).png,78,172,126,134,malignant
malignant (90).png,0,0,783,587,malignant
malignant (90).png,179,120,325,234,malignant
malignant (91).png,0,0,550,494,malignant
malignant (91).png,142,47,302,241,malignant
malignant (92).png,0,0,617,581,malignant
malignant (92).png,229,70,189,199,malignant
malignant (93).png,0,0,554,470,malignant
malignant (93).png,152,67,291,175,malignant
malignant (94).png,0,0,564,452,malignant
malignant (94).png,73,55,394,262,malignant
malignant (95).png,0,0,781,486,malignant
malignant (95).png,274,51,455,190,malignant
malignant (96).png,0,0,560,483,malignant
malignant (96).png,163,29,396,233,malignant
malignant (97).png,0,0,583,486,malignant
malignant (97).png,188,47,389,202,malignant
malignant (98).png,0,0,770,486,malignant
malignant (98).png,171,84,174,142,malignant
malignant (99).png,0,0,550,486,malignant
malignant (99).png,65,90,218,138,malignant
IMG-20250408-WA0027.jpg,0,0,554,465,malignant
IMG-20250408-WA0028.jpg,0,0,578,434,malignant
IMG-20250408-WA0029.jpg,0,0,765,573,malignant
IMG-20250408-WA0030.jpg,0,0,568,470,malignant
IMG-20250408-WA0031.jpg,0,0,552,471,malignant
normal (1).png,0,0,568,470,malignant
normal (1).png,0,0,0,0,malignant
normal (10).png,0,0,501,485,malignant
normal (10).png,0,0,0,0,malignant
normal (100).png,0,0,690,574,malignant
normal (100).png,0,0,0,0,malignant
normal (101).png,0,0,678,572,malignant
normal (101).png,0,0,0,0,malignant
normal (102).png,0,0,770,576,malignant
normal (102).png,0,0,0,0,malignant
normal (103).png,0,0,772,574,malignant
normal (103).png,0,0,0,0,malignant
normal (104).png,0,0,550,471,malignant
normal (104).png,0,0,0,0,malignant
normal (105).png,0,0,562,463,malignant
normal (105).png,0,0,0,0,malignant
normal (106).png,0,0,558,468,malignant
normal (106).png,0,0,0,0,malignant
normal (107).png,0,0,560,468,malignant
normal (107).png,0,0,0,0,malignant
normal (108).png,0,0,770,589,malignant
normal (108).png,0,0,0,0,malignant
normal (109).png,0,0,557,475,malignant
normal (109).png,0,0,0,0,malignant
normal (11).png,0,0,752,576,malignant
normal (11).png,0,0,0,0,malignant
normal (110).png,0,0,552,468,malignant
normal (110).png,0,0,0,0,malignant
normal (111).png,0,0,913,663,malignant
normal (111).png,0,0,0,0,malignant
normal (112).png,0,0,929,655,malignant
normal (112).png,0,0,0,0,malignant
normal (113).png,0,0,948,704,malignant
normal (113).png,0,0,0,0,malignant
normal (114).png,0,0,916,700,malignant
normal (114).png,0,0,0,0,malignant
normal (115).png,0,0,556,494,malignant
normal (115).png,0,0,0,0,malignant
normal (116).png,0,0,785,585,malignant
normal (116).png,0,0,0,0,malignant
normal (117).png,0,0,770,574,malignant
normal (117).png,0,0,0,0,malignant
normal (118).png,0,0,928,695,malignant
normal (118).png,0,0,0,0,malignant
normal (119).png,0,0,552,486,malignant
normal (119).png,0,0,0,0,malignant
normal (12).png,0,0,779,583,malignant
normal (12).png,0,0,0,0,malignant
normal (120).png,0,0,772,578,malignant
normal (120).png,0,0,0,0,malignant
normal (121).png,0,0,550,465,malignant
normal (121).png,0,0,0,0,malignant
normal (122).png,0,0,766,578,malignant
normal (122).png,0,0,0,0,malignant
normal (123).png,0,0,685,558,malignant
normal (123).png,0,0,0,0,malignant
normal (124).png,0,0,811,712,malignant
normal (124).png,0,0,0,0,malignant
normal (125).png,0,0,558,471,malignant
normal (125).png,0,0,0,0,malignant
normal (126).png,0,0,765,601,malignant
normal (126).png,0,0,0,0,malignant
normal (127).png,0,0,555,467,malignant
normal (127).png,0,0,0,0,malignant
normal (128).png,0,0,622,596,malignant
normal (128).png,0,0,0,0,malignant
normal (129).png,0,0,617,684,malignant
normal (129).png,0,0,0,0,malignant
normal (13).png,0,0,779,574,malignant
normal (13).png,0,0,0,0,malignant
normal (130).png,0,0,739,477,malignant
normal (130).png,0,0,0,0,malignant
normal (131).png,0,0,669,574,malignant
normal (131).png,0,0,0,0,malignant
normal (132).png,0,0,857,700,malignant
normal (132).png,0,0,0,0,malignant
normal (133).png,0,0,560,471,malignant
normal (133).png,0,0,0,0,malignant
normal (14).png,0,0,765,581,malignant
normal (14).png,0,0,0,0,malignant
normal (15).png,0,0,554,464,malignant
normal (15).png,0,0,0,0,malignant
normal (16).png,0,0,566,464,malignant
normal (16).png,0,0,0,0,malignant
normal (17).png,0,0,560,465,malignant
normal (17).png,0,0,0,0,malignant
normal (18).png,0,0,562,473,malignant
normal (18).png,0,0,0,0,malignant
normal (19).png,0,0,660,566,malignant
normal (19).png,0,0,0,0,malignant
normal (2).png,0,0,552,471,malignant
normal (2).png,0,0,0,0,malignant
normal (20).png,0,0,851,687,malignant
normal (20).png,0,0,0,0,malignant
normal (21).png,0,0,545,463,malignant
normal (21).png,0,0,0,0,malignant
normal (22).png,0,0,552,470,malignant
normal (22).png,0,0,0,0,malignant
normal (23).png,0,0,763,578,malignant
normal (23).png,0,0,0,0,malignant
normal (24).png,0,0,626,573,malignant
normal (24).png,0,0,0,0,malignant
normal (25).png,0,0,781,571,malignant
normal (25).png,0,0,0,0,malignant
normal (26).png,0,0,738,475,malignant
normal (26).png,0,0,0,0,malignant
normal (27).png,0,0,804,707,malignant
normal (27).png,0,0,0,0,malignant
normal (28).png,0,0,761,619,malignant
normal (28).png,0,0,0,0,malignant
normal (29).png,0,0,679,567,malignant
normal (29).png,0,0,0,0,malignant
normal (3).png,0,0,554,465,malignant
normal (3).png,0,0,0,0,malignant
normal (30).png,0,0,550,490,malignant
normal (30).png,0,0,0,0,malignant
normal (31).png,0,0,547,473,malignant
normal (31).png,0,0,0,0,malignant
normal (32).png,0,0,557,470,malignant
normal (32).png,0,0,0,0,malignant
normal (33).png,0,0,777,587,malignant
normal (33).png,0,0,0,0,malignant
normal (34).png,0,0,779,576,malignant
normal (34).png,0,0,0,0,malignant
normal (35).png,0,0,616,688,malignant
normal (35).png,0,0,0,0,malignant
normal (36).png,0,0,812,705,malignant
normal (36).png,0,0,0,0,malignant
normal (37).png,0,0,816,709,malignant
normal (37).png,0,0,0,0,malignant
normal (38).png,0,0,763,619,malignant
normal (38).png,0,0,0,0,malignant
normal (39).png,0,0,757,618,malignant
normal (39).png,0,0,0,0,malignant
normal (4).png,0,0,578,434,malignant
normal (4).png,0,0,0,0,malignant
normal (40).png,0,0,763,598,malignant
normal (40).png,0,0,0,0,malignant
normal (41).png,0,0,761,600,malignant
normal (41).png,0,0,0,0,malignant
normal (42).png,0,0,763,611,malignant
normal (42).png,0,0,0,0,malignant
normal (43).png,0,0,759,592,malignant
normal (43).png,0,0,0,0,malignant
normal (44).png,0,0,761,618,malignant
normal (44).png,0,0,0,0,malignant
normal (45).png,0,0,767,601,malignant
normal (45).png,0,0,0,0,malignant
normal (46).png,0,0,393,310,malignant
normal (46).png,0,0,0,0,malignant
normal (47).png,0,0,391,313,malignant
normal (47).png,0,0,0,0,malignant
normal (48).png,0,0,392,312,malignant
normal (48).png,0,0,0,0,malignant
normal (49).png,0,0,396,316,malignant
normal (49).png,0,0,0,0,malignant
normal (5).png,0,0,765,573,malignant
normal (5).png,0,0,0,0,malignant
normal (50).png,0,0,392,310,malignant
normal (50).png,0,0,0,0,malignant
normal (51).png,0,0,554,490,malignant
normal (51).png,0,0,0,0,malignant
normal (52).png,0,0,552,487,malignant
normal (52).png,0,0,0,0,malignant
